description,amount,type,mode,category
NETBANKING RELIANCE FRESH,1097.07,DEBIT,NETBANKING,Groceries
UPI/OMKAARSHROFF220/SPENCER'S,2571.18,DEBIT,UPI,Groceries
ANGEL BROKING 1423,3917.0,DEBIT,NETBANKING,Investments
UPI/LEKHAMAHARAJ635/BSNL,2325.24,DEBIT,UPI,Bills
UPI/HARDIK551384/MCDONALDS,116.08,DEBIT,UPI,Food & Dining
UPI/WADHWAVANYA514/BESCOM,3768.38,DEBIT,UPI,Bills
IMPS NEFT TRANSFER,57195.28,DEBIT,IMPS,Transfer
TRANSFER FROM SELF,11699.7,CREDIT,NEFT,Transfer
EMI LOAN ESSE,11647.11,DEBIT,ECS,EMI
EMI SBI VERITATIS,13772.17,DEBIT,ECS,EMI
IMPS ACCOMM RENT,7835.23,DEBIT,IMPS,Rent
UPI/LSAWHNEY7406/AMAZON,20150.48,DEBIT,UPI,Shopping
BSNL IN,8548.13,DEBIT,ECS,Bills
POS INDIGO BHUSAWAL,12167.59,DEBIT,POS,Travel
POS MYNTRA KULTI,2548.99,DEBIT,POS,Shopping
CIPLA MED 9393,2519.0,DEBIT,UPI,Healthcare
SALARY CREDIT COMPANY PAYROLL,158377.24,CREDIT,NEFT,Salary
IMPS IMPS TRANSFER,30976.82,CREDIT,IMPS,Transfer
UPI/SANDALYADAVI9282/NEFT TRANSFER,113934.74,DEBIT,UPI,Transfer
POS BIGBASKET MADHYAMGRAM,1677.76,DEBIT,POS,Groceries
POS UBER BHATPARA,683.24,DEBIT,POS,Travel
POS FLIPKART KOCHI,37563.09,DEBIT,POS,Shopping
POS MYNTRA MAHESHTALA,773.23,DEBIT,POS,Shopping
POS PHARMEASY 5948,2190.0,DEBIT,NETBANKING,Healthcare
EMI HDFC DOLORUM,17622.5,DEBIT,ECS,EMI
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,9281.19,DEBIT,ATM,Cash
TRANSFER FROM SELF,14426.71,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,43576.56,CREDIT,NEFT,Transfer
UPI/JAIRAJWALLA6818/BIGBASKET,1676.65,DEBIT,UPI,Groceries
HDFC MUTUAL FUND PAYMENT 7932,3836.0,DEBIT,UPI,Investments
NEFT IMPS TRANSFER,39422.0,CREDIT,NEFT,Transfer
POS DOMINOS PIMPRI-CHINCHWAD,1965.55,DEBIT,POS,Food & Dining
UPI/BALARYAN5433/ZOMATO,885.01,DEBIT,UPI,Food & Dining
POS SPENCER'S GHAZIABAD,2421.25,DEBIT,POS,Groceries
TRANSFER FROM SELF,7251.04,CREDIT,NEFT,Transfer
UPI/KATAFALAK1104/MORE SUPERMARKET,1655.26,DEBIT,UPI,Groceries
UPI/HPAI8218/MISCELLANEOUS,1142.96,CREDIT,UPI,Other
POS UBER SAHARSA,8034.09,DEBIT,POS,Travel
POS HP PETROL PUMP KIRARI SULEMAN NAGAR,1169.3,DEBIT,POS,Fuel
UPI/GAURANGI342443/SPENCER'S,2055.37,DEBIT,UPI,Groceries
RENT PAYMENT HOUSE RENT,9449.95,DEBIT,IMPS,Rent
NEFT APARTMENT RENT,20169.1,DEBIT,NEFT,Rent
PVR CINEMAS 9787,2338.0,DEBIT,ECS,Entertainment
HOTSTAR SUBSCRIPTION 2592,2836.0,DEBIT,NETBANKING,Entertainment
ICICI DIRECT 4157,263.0,DEBIT,NEFT,Investments
NETBANKING CAFE COFFEE DAY,1273.44,DEBIT,NETBANKING,Food & Dining
UPI/ISINGH3373/NEFT TRANSFER,68210.19,DEBIT,UPI,Transfer
EMI HDFC SINT,5695.49,DEBIT,ECS,EMI
UPI/BOASERAJESHRI8559/IRCTC,8465.73,DEBIT,UPI,Travel
FORTIS HOSPITAL PAYMENT 1753,2053.0,DEBIT,ECS,Healthcare
EMI HDFC ACCUSAMUS,20540.49,DEBIT,ECS,EMI
UPI/PILLAYVICTOR8702/DMART,2531.61,DEBIT,UPI,Groceries
UPI/THOMAS661230/SPENCER'S,995.08,DEBIT,UPI,Groceries
NEFT ACCOMM RENT,30523.61,DEBIT,NEFT,Rent
TRANSFER FROM SELF,1713.87,CREDIT,NEFT,Transfer
POS GOAIR NAVI MUMBAI,18424.89,DEBIT,POS,Travel
AIRTEL CULPA,1262.25,DEBIT,ECS,Bills
UPI/FMISRA1240/AJIO,9558.72,DEBIT,UPI,Shopping
UPI/GCOMAR9296/DMART,209.04,DEBIT,UPI,Groceries
POS CAFE COFFEE DAY KORBA,1475.41,DEBIT,POS,Food & Dining
BSNL ALIAS,3612.93,DEBIT,ECS,Bills
POS AJIO KATNI,20252.05,DEBIT,POS,Shopping
TRANSFER FROM SELF,5216.41,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,15817.73,CREDIT,NEFT,Transfer
SALARY CREDIT TCS,110160.29,CREDIT,NEFT,Salary
UPI/NORIYATIN6571/AJIO,25957.42,DEBIT,UPI,Shopping
SALARY CREDIT HCL,25014.21,CREDIT,NEFT,Salary
UPI/KMAGAR3826/AJIO,5037.17,DEBIT,UPI,Shopping
BESCOM RATIONE,9548.75,DEBIT,ECS,Bills
NETBANKING BSNL,2837.13,DEBIT,NETBANKING,Bills
UPI/PRACTOCONSULTATION8008,2309.0,DEBIT,ECS,Healthcare
UPI/JHALAKMANI8485/BESCOM,3221.93,DEBIT,UPI,Bills
POS FLIPKART JAIPUR,34722.23,DEBIT,POS,Shopping
UPI/EKTA873397/DOMINOS,699.52,DEBIT,UPI,Food & Dining
MEDPLUS PHARMACY 9227,3030.0,DEBIT,NETBANKING,Healthcare
UPI/JAIRAJ348502/ZOMATO,1937.75,DEBIT,UPI,Food & Dining
UPI/AMRITAKAUR4802/VENDOR PAYMENT,8186.7,DEBIT,UPI,Other
UPI/NIDRAPRASAD7209/IMPS TRANSFER,17560.34,CREDIT,UPI,Transfer
POS SONY LIV 3148,2656.0,DEBIT,UPI,Entertainment
POS PPF DEPOSIT 2635,813.0,DEBIT,ECS,Investments
POS MCDONALDS AMBALA,236.78,DEBIT,POS,Food & Dining
UPI/MANIPALHOSPITAL4829,4894.0,DEBIT,UPI,Healthcare
HUNGAMA 4802,2754.0,DEBIT,ECS,Entertainment
UPI/MERCHANTUDYATI3874/CAFE COFFEE DAY,350.16,DEBIT,UPI,Food & Dining
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,715.96,DEBIT,ATM,Cash
UPI/KAMYAPANDIT1186/NEFT TRANSFER,77543.26,CREDIT,UPI,Transfer
UPI/BKORPAL5627/FLIPKART,9682.21,DEBIT,UPI,Shopping
EMI EMI LOAN,14498.28,DEBIT,ECS,EMI
UPI/VERMAUCCHAL9361/MYNTRA,2291.44,DEBIT,UPI,Shopping
NETBANKING BESCOM,1969.93,DEBIT,NETBANKING,Bills
POS SPENCER'S DARBHANGA,2738.51,DEBIT,POS,Groceries
POS ICICI DIRECT 8055,481.0,DEBIT,NEFT,Investments
UPI/ZEE52073,4297.0,DEBIT,NETBANKING,Entertainment
UPI/DATWAL8860/AIRTEL,1127.56,DEBIT,UPI,Bills
TRANSFER FROM SELF,9410.41,CREDIT,NEFT,Transfer
UPI/YRAMANATHAN6954/MCDONALDS,400.45,DEBIT,UPI,Food & Dining
PHARMEASY 3273,135.0,DEBIT,ECS,Healthcare
POS CAFE COFFEE DAY BILASPUR,1283.01,DEBIT,POS,Food & Dining
SPOTIFY MUSIC 7851,358.0,DEBIT,ECS,Entertainment
BSNL DICTA,4873.97,DEBIT,ECS,Bills
NEFT APARTMENT RENT,28444.92,DEBIT,NEFT,Rent
MAX HOSPITAL PAYMENT 5949,2330.0,DEBIT,NETBANKING,Healthcare
UPI/EKBALBATTA7783/IMPS TRANSFER,98326.37,DEBIT,UPI,Transfer
UPI/NANDAVEDHIKA6037/NEFT TRANSFER,164603.08,DEBIT,UPI,Transfer
POS ZOMATO ICHALKARANJI,237.13,DEBIT,POS,Food & Dining
APARTMENT RENT IN,7854.82,DEBIT,ECS,Rent
TRANSFER FROM SELF,5625.27,CREDIT,NEFT,Transfer
IMPS HOUSE RENT,11368.76,DEBIT,IMPS,Rent
PHARMEASY PAYMENT 9245,1566.0,DEBIT,ECS,Healthcare
SALARY CREDIT TCS,92960.72,CREDIT,NEFT,Salary
UPI/GIRISH434880/RELIANCE FRESH,2523.89,DEBIT,UPI,Groceries
UPI/QADIM251195/MCDONALDS,872.4,DEBIT,UPI,Food & Dining
UPI/KHOSLATURVI1169/AJIO,38911.98,DEBIT,UPI,Shopping
POS AJIO MUNGER,25198.16,DEBIT,POS,Shopping
NEFT EMI LOAN,5062.63,DEBIT,NEFT,EMI
UPI/BANDIADYA4494/JIO,7057.18,DEBIT,UPI,Bills
POS GOAIR ALIGARH,9971.74,DEBIT,POS,Travel
SALARY CREDIT INFOSY S,160359.76,CREDIT,NEFT,Salary
TRANSFER FROM SELF,8135.41,CREDIT,NEFT,Transfer
ELECTRICITY BOARD IUSTO,4193.25,DEBIT,ECS,Bills
UPI/KALITATEJAS3181/RELIANCE FRESH,576.75,DEBIT,UPI,Groceries
POS SIP DEBIT 4733,3413.0,DEBIT,NEFT,Investments
POS DOMINOS MIRA-BHAYANDAR,1559.21,DEBIT,POS,Food & Dining
TRANSFER FROM SELF,4139.53,CREDIT,NEFT,Transfer
POS SPOTIFY MUSIC 3227,2047.0,DEBIT,NETBANKING,Entertainment
TRANSFER FROM SELF,6004.39,CREDIT,NEFT,Transfer
UPI/OJASVINATH6763/JIO,8382.88,DEBIT,UPI,Bills
COIN MUTUAL FUND 6245,4299.0,DEBIT,NETBANKING,Investments
UPI/CIPLAMED8023,2463.0,DEBIT,UPI,Healthcare
POS MCDONALDS JODHPUR,1502.38,DEBIT,POS,Food & Dining
NEFT ACCOMM RENT,14403.7,DEBIT,NEFT,Rent
UPI/WAIDA413741/UBER,19661.73,DEBIT,UPI,Travel
NEFT ACCOMM RENT,30844.12,DEBIT,NEFT,Rent
BESCOM MAIORES,1528.32,DEBIT,ECS,Bills
UPI/GARORA6265/SWIGGY,407.06,DEBIT,UPI,Food & Dining
POS FLIPKART DANAPUR,7291.99,DEBIT,POS,Shopping
POS INDIANOIL SONIPAT,2949.25,DEBIT,POS,Fuel
AIIMS 7028,2012.0,DEBIT,ECS,Healthcare
AIRTEL ACCUSAMUS,5831.03,DEBIT,ECS,Bills
SALARY CREDIT HCL,92859.45,CREDIT,CREDIT,Salary
UPI/LANKASAMUEL9527/GOAIR,15608.02,DEBIT,UPI,Travel
POS INDIANOIL LONI,3304.72,DEBIT,POS,Fuel
TRANSFER FROM SELF,13319.73,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,6664.97,CREDIT,NEFT,Transfer
SALARY CREDIT COMPANY PAYROLL,85276.68,CREDIT,NEFT,Salary
NETBANKING INDIGO,2157.69,DEBIT,NETBANKING,Travel
TRANSFER FROM SELF,12974.82,CREDIT,NEFT,Transfer
NETMEDS PAYMENT 4307,1057.0,DEBIT,NEFT,Healthcare
IMPS APARTMENT RENT,26565.29,DEBIT,IMPS,Rent
SALARY CREDIT HCL,22876.15,CREDIT,NEFT,Salary
SALARY CREDIT WIPRO,50055.59,CREDIT,NEFT,Salary
UPI/JAGRATI667280/CAFE COFFEE DAY,1076.88,DEBIT,UPI,Food & Dining
POS HP PETROL PUMP SRI GANGANAGAR,3632.38,DEBIT,POS,Fuel
UPI/ZAYYANDEVI4217/AJIO,43460.31,DEBIT,UPI,Shopping
UPI/LEELA479517/IMPS TRANSFER,15896.91,CREDIT,UPI,Transfer
UPI/HEMAN5G69489/FLIPKART,42041.78,DEBIT,UPI,Shopping
NETBANKING AIRTEL,4116.61,DEBIT,NETBANKING,Bills
UPI/DCHAUHAN4306/MCDONALDS,168.31,DEBIT,UPI,Food & Dining
POS DMART GANDHIDHAM,457.77,DEBIT,POS,Groceries
NETBANKING VENDOR PAYMENT,7246.87,CREDIT,NETBANKING,Other
ACCOMM RENT ALIQUID,8371.26,DEBIT,ECS,Rent
GAANA MUSIC PAYMENT 2790,2558.0,DEBIT,NEFT,Entertainment
IMPS APARTMENT RENT,12393.78,DEBIT,IMPS,Rent
SALARY CREDIT INFOSYS,53447.75,CREDIT,NEFT,Salary
NETBANKING SPENCER'S,1240.03,DEBIT,NETBANKING,Groceries
IMPS NEFT TRANSFER,175939.46,DEBIT,IMPS,Transfer
TRANSFER FROM SELF,5207.47,CREDIT,NEFT,Transfer
EMI HDFC EXCEPTURI,18432.75,DEBIT,ECS,EMI
UPI/INOXMOVIES7288,1301.0,DEBIT,NETBANKING,Entertainment
UPI/BALVAN132304/AMAZON,26355.83,DEBIT,UPI,Shopping
POS BHARAT PETROLEUM SILCHAR,5420.05,DEBIT,POS,Fuel
POS MYNTRA SRIKAKULAM,1853.15,DEBIT,POS,Shopping
EMI HDFC CONSEQUATUR,14236.33,DEBIT,ECS,EMI
UPI/KMAGAR177/CAFE COFFEE DAY,117.87,DEBIT,UPI,Food & Dining
POS RELIANCE FRESH MADURAI,1896.88,DEBIT,POS,Groceries
UPI/LSAVANT9233/MORE SUPERMARKET,2934.33,DEBIT,UPI,Groceries
POS CAFE COFFEE DAY BEGUSARAI,1318.52,DEBIT,POS,Food & Dining
POS RELIANCE FRESH UDUPI,2449.6,DEBIT,POS,Groceries
SALARY CREDIT INFOSYS,177488.41,CREDIT,NEFT,Salary
EMI LOAN MOLLITIA,4648.34,DEBIT,ECS,EMI
UPI/PHARMEASY8640,1255.0,DEBIT,ECS,Healthcare
POS MORE SUPERMARKET MAHESHTALA,467.11,DEBIT,POS,Groceries
POS GOAIR MORBI,14342.22,DEBIT,POS,Travel
BSNL COMMODI,7713.92,DEBIT,ECS,Bills
POS HP PETROL PUMP NANDYAL,4951.02,DEBIT,POS,Fuel
SALARY CREDIT TCS,42073.07,CREDIT,NEFT,Salary
NEFT ACCOMM RENT,18569.95,DEBIT,NEFT,Rent
POS GOAIR MANGALORE,19089.41,DEBIT,POS,Travel
UPI/OMISHA823278/AJIO,47235.13,DEBIT,UPI,Shopping
POS NSC INVESTMENT 1330,2390.0,DEBIT,UPI,Investments
POS MYNTRA SASARAM,16923.17,DEBIT,POS,Shopping
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,2503.93,DEBIT,ATM,Cash
FORTIS HOSPITAL 8606,2213.0,DEBIT,UPI,Healthcare
TRANSFER FROM SELF,11524.66,CREDIT,NEFT,Transfer
SPOTIFY MUSIC PAYMENT 1214,330.0,DEBIT,NEFT,Entertainment
POS ZOMATO AHMEDABAD,169.53,DEBIT,POS,Food & Dining
NEFT EMI LOAN,17024.22,DEBIT,NEFT,EMI
NEFT EMI SBI,16918.63,DEBIT,NEFT,EMI
EMI LOAN DOLOR,10657.6,DEBIT,ECS,EMI
IMPS IMPS TRANSFER,139378.83,DEBIT,IMPS,Transfer
UPI/TANAY817040/UPI TRANSFER,70677.72,DEBIT,UPI,Transfer
POS RELIANCE FRESH ARRAH,2112.8,DEBIT,POS,Groceries
IMPS UPI TRANSFER,192463.04,DEBIT,IMPS,Transfer
POS 1MG MEDICINES 5840,879.0,DEBIT,UPI,Healthcare
POS INDIGO SERAMPORE,8170.5,DEBIT,POS,Travel
AIIMS 4763,131.0,DEBIT,NETBANKING,Healthcare
UPI/NILIMASARKAR6352/OLA,14867.44,DEBIT,UPI,Travel
POS MYNTRA TIRUPPUR,38664.83,DEBIT,POS,Shopping
NEFT NEFT TRANSFER,123038.76,DEBIT,NEFT,Transfer
TRANSFER FROM SELF,18393.07,CREDIT,NEFT,Transfer
UPI/BUCHANTHONY873/UBER,2866.45,DEBIT,UPI,Travel
EMI EMI HDFC,13418.51,DEBIT,ECS,EMI
NETBANKING OLA,9292.86,DEBIT,NETBANKING,Travel
MEDPLUS PHARMACY 2035,2798.0,DEBIT,ECS,Healthcare
UPI/CHANDRESHDE6330/OLA,7175.75,DEBIT,UPI,Travel
UPI/OCHADHA3858/NEFT TRANSFER,154346.07,DEBIT,UPI,Transfer
NEFT HOUSE RENT,8427.04,DEBIT,NEFT,Rent
NETBANKING AIRTEL,7776.08,DEBIT,NETBANKING,Bills
POS DOMINOS BHATPARA,1806.21,DEBIT,POS,Food & Dining
UPI/PALLAVI762514/IRCTC,10815.11,DEBIT,UPI,Travel
POS HP PETROL PUMP JAMALPUR,1053.63,DEBIT,POS,Fuel
UPI/SAHOTARAAGINI5847/IMPS TRANSFER,41464.14,DEBIT,UPI,Transfer
NETBANKING FLIPKART,42509.98,DEBIT,NETBANKING,Shopping
TRANSFER FROM SELF,8214.52,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,164801.97,CREDIT,NEFT,Transfer
UPI/GAURI716841/AJIO,8350.79,DEBIT,UPI,Shopping
POS MCDONALDS GHAZIABAD,754.1,DEBIT,POS,Food & Dining
NETBANKING MORE SUPERMARKET,2166.21,DEBIT,NETBANKING,Groceries
POS AJIO KANPUR,43781.21,DEBIT,POS,Shopping
AIRTEL DOLOR,3153.9,DEBIT,ECS,Bills
TRANSFER FROM SELF,16558.27,CREDIT,NEFT,Transfer
NEFT APARTMENT RENT,29019.38,DEBIT,NEFT,Rent
POS AJIO SAMBHAL,24566.46,DEBIT,POS,Shopping
EMI SBI EIUS,5978.28,DEBIT,ECS,EMI
BSNL EARUM,4549.63,DEBIT,ECS,Bills
UPI/YBOASE2953/AJIO,53212.95,DEBIT,UPI,Shopping
UPI/BEHLLEELA7543/IRCTC,842.92,DEBIT,UPI,Travel
POS INDIGO BURHANPUR,16466.0,DEBIT,POS,Travel
JIO ACCUSANTIUM,10127.55,DEBIT,ECS,Bills
IMPS UPI TRANSFER,147222.43,DEBIT,IMPS,Transfer
POS HP PETROL PUMP DINDIGUL,2253.47,DEBIT,POS,Fuel
BSNL AB,6287.55,DEBIT,ECS,Bills
EMI EMI SBI,11178.27,DEBIT,NEFT,EMI
POS FORTIS HOSPITAL 4965,2530.0,DEBIT,NETBANKING,Healthcare
UPI/GAANAMUSIC9408,3878.0,DEBIT,ECS,Entertainment
NETBANKING VENDOR PAYMENT,7531.48,CREDIT,NETBANKING,Other
UPI/QGOPAL3964/MYNTRA,1852.37,DEBIT,UPI,Shopping
NETBANKING ELECTRICITY BOARD,3100.8,DEBIT,NETBANKING,Bills
POS FLIPKART RATLAM,24798.66,DEBIT,POS,Shopping
POS HP PETROL PUPM DINDIGUL,2522.05,DEBIT,POS,Fuel
POS HP PETROL PUMP MORAADBAD,960.66,DEBIT,POS,Fuel
UPI/SAMRALEELA5943/UBER,2371.98,DEBIT,UPI,Travel
NETBANKING AJIO,29032.13,DEBIT,NETBANKING,Shopping
POS INDIANOIL PONDICHERRY,5782.96,DEBIT,POS,Fuel
UPI/WWARRIOR8644/RELIANCE FRESH,49.67,DEBIT,UPI,Groceries
UPI/CHRISTOPHER524388/IMPS TRANSFER,119625.96,DEBIT,UPI,Transfer
POS AJIO PONDICHERRY,9300.43,DEBIT,POS,Shopping
IMPS NEFT TRANSFER,5816.11,DEBIT,IMPS,Transfer
UPI/BOASEMEGHANA9058/AJIO,38631.33,DEBIT,UPI,Shopping
EMI HDFC DOLOR,9130.15,DEBIT,ECS,EMI
SIP DEBIT PAYMENT 2118,2872.0,DEBIT,ECS,Investments
POS AMAZON LUCKNOW,1161.3,DEBIT,POS,Shopping
TRANSFER FROM SELF,4648.81,CREDIT,NEFT,Transfer
UPI/KANTWILLIAM2276/MCDONALDS,1949.12,DEBIT,UPI,Food & Dining
UPI/MEDPLUSPHARMACY6711,2362.0,DEBIT,UPI,Healthcare
NETBANKING JIO,1842.86,DEBIT,NETBANKING,Bills
NEFT EMI HDFC,18280.7,DEBIT,NEFT,EMI
UPI/ADYABALA1014/BIGBASKET,2056.5,DEBIT,UPI,Groceries
TRANSFER FROM SELF,8573.41,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,74311.7,CREDIT,NEFT,Transfer
ZERODHA PAYMENT 3734,3233.0,DEBIT,NEFT,Investments
UPI/GANGA723170/ZOMATO,1679.88,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,9274.52,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,156817.39,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,34687.7,CREDIT,NEFT,Transfer
UPI/KGOEL28Z/OMATO,1865.68,DEBIT,UPI,Food & Dining
NETBANKING ELECTRICITY BOARD,3266.85,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,18527.84,CREDIT,NEFT,Transfer
UPI/NIRJA855998/SWIGGY,1559.72,DEBIT,UPI,Food & Dining
NETBANKING ELECTRICITY BOARD,7182.42,DEBIT,NETBANKING,Bills
UPI/HEALTHKART7399,4227.0,DEBIT,NEFT,Healthcare
UPI/IYEROJAS8046/NEFT TRANSFER,5321.11,DEBIT,UPI,Transfer
TRANSFER FROM SELF,39330.31,CREDIT,NEFT,Transfer
POS RELIANCE FRESH AKOLA,2682.81,DEBIT,POS,Groceries
UPI/PRISHA32727/FLIPKART,2105.92,DEBIT,UPI,Shopping
SBI MUTUAL FUND 7736,4586.0,DEBIT,ECS,Investments
POS DMART DELHI,2912.44,DEBIT,POS,Groceries
UPI/ELSSFUND7000,505.0,DEBIT,NETBANKING,Investments
GROWW SIP 5287,4607.0,DEBIT,NEFT,Investments
UPI/KALAVIDHI3513/SPENCER'S,1351.68,DEBIT,UPI,Groceries
RENT PAYMENT ACCOMM RENT,20537.37,DEBIT,IMPS,Rent
SALARY CREDIT INFOSYS,28826.4,CREDIT,NEFT,Salary
IMPS HOUSE RENT,14221.23,DEBIT,IMPS,Rent
SALARY CREDIT HCL,45964.85,CREDIT,NEFT,Salary
EMI LOAN QUAS,15765.95,DEBIT,ECS,EMI
APARTMENT RENT QUASI,34771.91,DEBIT,ECS,Rent
IMPS IMPS TRANSFER,177131.12,DEBIT,IMPS,Transfer
NETBANKING BESCOM,700.1,DEBIT,NETBANKING,Bills
POS MYNTRA PONDICHERRY,39579.78,DEBIT,POS,Shopping
SALARY CREDIT WIPRO,108597.53,CREDIT,NEFT,Salary
TRANSFER FROM SELF,3116.44,CREDIT,NEFT,Transfer
UPI/PATRICKDANI1539/INDIGO,3133.86,DEBIT,UPI,Travel
POS INDIGO ANAND,6426.67,DEBIT,POS,Travel
UPSTOX 7788,2757.0,DEBIT,ECS,Investments
UPI/LAVANYARAMESH5960/IRCTC,14679.49,DEBIT,UPI,Travel
TRANSFER FROM SELF,203105.09,CREDIT,NEFT,Transfer
NEFT EMI SBI,8949.14,DEBIT,NEFT,EMI
TRANSFER FROM SELF,2435.24,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,90195.49,CREDIT,NEFT,Transfer
NETBANKING AMAZON,42372.94,DEBIT,NETBANKING,Shopping
POS PRACTO CONSULTATION 1787,424.0,DEBIT,UPI,Healthcare
HDFC MUTUAL FUND PAYMENT 9820,3161.0,DEBIT,NEFT,Investments
NEFT ACCOMM RENT,12883.76,DEBIT,NEFT,Rent
POS AMAZON LONI,22712.1,DEBIT,POS,Shopping
POS AJIO BHOPAL,43491.68,DEBIT,POS,Shopping
POS BHARAT PETROLEUM NANDYAL,5706.52,DEBIT,POS,Fuel
POS ZOMATO ELURU,824.43,DEBIT,POS,Food & Dining
JIO CORPORIS,3130.49,DEBIT,ECS,Bills
POS CIPLA MED 1389,2966.0,DEBIT,ECS,Healthcare
EMI EMI SBI,17644.06,DEBIT,ECS,EMI
UPI/EKANTA058488/IMPS TRANSFER,130482.03,DEBIT,UPI,Transfer
TRANSFER FROM SELF,184585.27,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,20641.42,CREDIT,NEFT,Transfer
UPI/BRINDABUMB2066/SPENCER'S,1420.1,DEBIT,UPI,Groceries
COIN MUTUAL FUND 6237,4823.0,DEBIT,NEFT,Investments
NETBANKING UBER,4890.58,DEBIT,NETBANKING,Travel
POS HOTSTAR SUBSCRIPTION 8283,502.0,DEBIT,NEFT,Entertainment
SALARY CREDIT WIPRO,180295.98,CREDIT,NEFT,Salary
POS HP PETROL PUMP SAMBHAL,2963.03,DEBIT,POS,Fuel
NETBANKING AMAZON,7234.75,DEBIT,NETBANKING,Shopping
TRANSFER FROM SELF,4897.64,CREDIT,NEFT,Transfer
EMI HDFC RERUM,9208.32,DEBIT,ECS,EMI
TRANSFER FROM SELF,13100.65,CREDIT,NEFT,Transfer
POS CAFE COFFEE DAY TADEPALLIGUDEM,1613.83,DEBIT,POS,Food & Dining
NETBANKING MYNTRA,34681.94,DEBIT,NETBANKING,Shopping
UPI/KEYASEM879/RELIANCE FRESH,1767.84,DEBIT,UPI,Groceries
UPI/DAMINI592559/RELIANCE FRESH,3014.47,DEBIT,UPI,Groceries
NETBANKING ELECTRICITY BOARD,3200.06,DEBIT,NETBANKING,Bills
POS AJIO SINGRAULI,2148.88,DEBIT,POS,Shopping
IMPS NEFT TRANSFER,132241.16,DEBIT,IMPS,Transfer
NETBANKING SWIGGY,1786.51,DEBIT,NETBANKING,Food & Dining
POS AMAZON ERODE,26128.23,DEBIT,POS,Shopping
UPI/KASHISHNADKARNI16/MORE SUPERMARKET,3013.52,DEBIT,UPI,Groceries
NETBANKING INDIGO,13795.98,DEBIT,NETBANKING,Travel
NETBANKING AIRTEL,5218.58,DEBIT,NETBANKING,Bills
NEFT IMPS TRANSFER,167750.07,CREDIT,NEFT,Transfer
NETBANKING FLIPKART,5806.63,DEBIT,NETBANKING,Shopping
EMI LOAN SEQUI,19028.51,DEBIT,ECS,EMI
JIO CORRUPTI,8612.62,DEBIT,ECS,Bills
NEFT EMI SBI,5350.4,DEBIT,NEFT,EMI
UPI/YADAVAACHAL9000/UBER,15841.47,DEBIT,UPI,Travel
POS HP PETROL PUMP MACHILIPATNAM,1808.34,DEBIT,POS,Fuel
SALARY CREDIT COMPANY PAYROLL,56543.38,CREDIT,NEFT,Salary
TRANSFER FROM SELF,4991.04,CREDIT,NEFT,Transfer
EMI LOAN DIGNISSIMOS,18642.89,DEBIT,ECS,EMI
UPI/OJAS947106/UBER,1326.85,DEBIT,UPI,Travel
JIO DOLORUM,6320.05,DEBIT,ECS,Bills
UPI/ONVEER271183/ZOMATO,1017.1,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,6276.66,CREDIT,NEFT,Transfer
UPI/DEOLLUKE9170/INDIANOIL,4499.58,DEBIT,UPI,Fuel
UPI/NBANIK6236/IMPS TRANSFER,22319.59,DEBIT,UPI,Transfer
POS HP PETROL PUMP VISAKHAPATNAM,2718.21,DEBIT,POS,Fuel
UPI/OGABA1175/UPI TRANSFER,29907.2,DEBIT,UPI,Transfer
YOUTUBE PREMIUM PAYMENT 8849,1154.0,DEBIT,ECS,Entertainment
UPI/GAYATHRIBHATIA1173/FLIPKART,23440.01,DEBIT,UPI,Shopping
UPI/YUGTAILOR1713/AIRTEL,7381.19,DEBIT,UPI,Bills
UPI/LICPREMIUM9899,265.0,DEBIT,NEFT,Investments
POS MORE SUPERMARKET GUNTAKAL,1767.9,DEBIT,POS,Groceries
UPI/ITELLA6039/BIGBASKET,2864.2,DEBIT,UPI,Groceries
TRANSFER FROM SELF,39133.69,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,5962.99,CREDIT,NEFT,Transfer
POS FLIPKART ROHTAK,46484.64,DEBIT,POS,Shopping
UPI/SAMAR4248/CAFE COFFEE DAY,374.28,DEBIT,UPI,Food & Dining
UPI/JAGVIPATLA9940/BSNL,7530.77,DEBIT,UPI,Bills
NETBANKING FLIPKART,44866.82,DEBIT,NETBANKING,Shopping
POS IRCTC DELHI,6180.7,DEBIT,POS,Travel
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,7267.66,DEBIT,ATM,Cash
UPI/JBATRA766/AJIO,3999.04,DEBIT,UPI,Shopping
UPI/BHAVSARHARINI9899/MCDONALDS,1265.13,DEBIT,UPI,Food & Dining
